t,x
0.0,270.0
0.01670336541427602,270.0
0.03340673082855204,270.0
0.05011009624282806,270.0
0.06681346165710408,512.0
0.08351682707138011,233.5
0.10022019248565614,223.5
0.11692355789993217,215.5
0.1336269233142082,207.5
0.15033028872848422,199.5
0.16703365414276025,196.0
0.18373701955703628,227.0
0.2004403849713123,223.0
0.21714375038558834,223.5
0.23384711579986436,220.5
0.25055048121414036,151.0
0.2672538466284164,148.5
0.2839572120426924,146.0
0.30066057745696845,144.0
0.3173639428712445,143.0
0.3340673082855205,143.0
0.35077067369979653,143.0
0.36747403911407256,144.0
0.3841774045283486,146.0
0.4008807699426246,148.0
0.41758413535690064,151.5
0.43428750077117667,155.0
0.4509908661854527,160.0
0.4676942315997287,164.0
0.48439759701400475,169.0
0.5011009624282807,175.5
0.5178043278425567,182.5
0.5345076932568327,189.5
0.5512110586711086,197.0
0.5679144240853846,204.5
0.5846177894996606,212.5
0.6013211549139366,222.0
0.6180245203282125,230.0
0.6347278857424885,240.0
0.6514312511567645,248.0
0.6681346165710405,258.0
0.6848379819853164,268.0
0.7015413473995924,277.5
0.7182447128138684,288.0
0.7349480782281443,297.5
0.7516514436424203,306.5
0.7683548090566963,316.5
0.7850581744709723,326.0
0.8017615398852482,335.0
0.8184649052995242,344.5
0.8351682707138002,352.5
0.8518716361280761,361.0
0.8685750015423521,368.5
0.8852783669566281,376.5
0.9019817323709041,383.5
0.91868509778518,390.5
0.935388463199456,396.5
0.952091828613732,401.5
0.968795194028008,407.0
0.9854985594422839,411.5
1.00220192485656,415.5
1.018905290270836,418.0
1.035608655685112,421.5
1.0523120210993882,423.5
1.0690153865136642,424.0
1.0857187519279403,425.5
1.1024221173422164,426.0
1.1191254827564925,425.0
1.1358288481707686,423.0
1.1525322135850447,420.5
1.1692355789993207,418.5
1.1859389444135968,415.0
1.202642309827873,411.0
1.219345675242149,406.5
1.236049040656425,401.5
1.2527524060707012,397.0
1.2694557714849772,389.5
1.2861591368992533,382.5
1.3028625023135294,375.0
1.3195658677278055,368.0
1.3362692331420816,359.5
1.3529725985563577,350.5
1.3696759639706337,342.0
1.3863793293849098,333.0
1.403082694799186,323.0
1.419786060213462,314.0
1.436489425627738,304.5
1.4531927910420142,294.5
1.4698961564562902,285.0
1.4865995218705663,274.5
1.5033028872848424,264.0
1.5200062526991185,254.0
1.5367096181133946,245.0
1.5534129835276707,235.5
1.5701163489419467,226.5
1.5868197143562228,217.0
1.603523079770499,208.0
1.620226445184775,200.5
1.636929810599051,192.0
1.6536331760133272,186.0
1.6703365414276032,179.0
1.6870399068418793,173.0
1.7037432722561554,166.5
1.7204466376704315,162.0
1.7371500030847076,157.0
1.7538533684989837,153.0
1.7705567339132597,150.5
1.7872600993275358,147.5
1.803963464741812,145.5
1.820666830156088,144.5
1.837370195570364,144.0
1.8540735609846402,144.0
1.8707769263989162,145.0
1.8874802918131923,146.5
1.9041836572274684,148.5
1.9208870226417445,151.0
1.9375903880560206,154.5
1.9542937534702967,143.0
1.9709971188845727,163.0
1.9877004842988488,169.0
2.0044038497131247,174.0
2.0211072151274005,180.0
2.0378105805416764,187.5
2.0545139459559523,195.0
2.071217311370228,202.5
2.087920676784504,211.0
2.10462404219878,219.5
2.1213274076130557,228.5
2.1380307730273316,236.5
2.1547341384416074,246.0
2.1714375038558833,255.5
2.188140869270159,265.5
2.204844234684435,274.5
2.221547600098711,284.5
2.2382509655129867,294.0
2.2549543309272626,303.5
2.2716576963415385,313.0
2.2883610617558143,322.0
2.30506442717009,332.0
2.321767792584366,340.5
2.338471157998642,349.0
2.3551745234129178,358.0
2.3718778888271936,365.5
2.3885812542414695,372.5
2.4052846196557454,380.0
2.421987985070021,386.5
2.438691350484297,393.0
2.455394715898573,399.0
2.472098081312849,404.0
2.4888014467271247,408.0
2.5055048121414005,413.0
2.5222081775556764,416.0
2.5389115429699523,418.5
2.555614908384228,421.5
2.572318273798504,423.0
2.58902163921278,423.5
2.6057250046270557,424.0
2.6224283700413316,423.0
2.6391317354556074,422.0
2.6558351008698833,420.0
2.672538466284159,418.0
2.689241831698435,415.0
2.705945197112711,410.5
2.7226485625269867,407.0
2.7393519279412626,402.0
2.7560552933555384,397.5
2.7727586587698143,390.0
2.78946202418409,384.0
2.806165389598366,377.0
2.822868755012642,369.5
2.8395721204269178,362.0
2.8562754858411936,353.5
2.8729788512554695,344.5
2.8896822166697453,335.5
2.906385582084021,325.5
2.923088947498297,316.5
2.939792312912573,307.0
2.956495678326849,297.0
2.9731990437411246,287.0
2.9899024091554005,278.0
3.0066057745696764,267.0
3.0233091399839522,258.5
3.040012505398228,248.0
3.056715870812504,239.0
3.07341923622678,229.5
3.0901226016410557,220.0
3.1068259670553315,212.0
3.1235293324696074,204.0
3.1402326978838833,196.0
3.156936063298159,188.5
3.173639428712435,181.5
3.190342794126711,175.0
3.2070461595409867,169.5
3.2237495249552626,164.0
3.2404528903695384,159.5
3.2571562557838143,156.0
3.27385962119809,152.0
3.290562986612366,150.0
3.307266352026642,147.0
3.3239697174409177,146.0
3.3406730828551936,145.5
3.3573764482694695,145.0
3.3740798136837453,145.5
3.390783179098021,146.5
3.407486544512297,149.0
3.424189909926573,152.0
3.4408932753408488,155.0
3.4575966407551246,158.5
3.4743000061694005,163.5
3.4910033715836764,169.0
3.507706736997952,174.0
3.524410102412228,180.0
3.541113467826504,187.0
3.55781683324078,193.5
3.5745201986550557,201.0
3.5912235640693315,209.0
3.6079269294836074,217.5
3.6246302948978832,226.0
3.641333660312159,235.0
3.658037025726435,244.0
3.674740391140711,253.5
3.6914437565549867,262.5
3.7081471219692625,272.5
3.7248504873835384,282.0
3.7415538527978143,291.5
3.75825721821209,301.0
3.774960583626366,309.5
3.791663949040642,319.5
3.8083673144549177,328.5
3.8250706798691936,337.5
3.8417740452834694,345.5
3.8584774106977453,354.0
3.875180776112021,362.5
3.891884141526297,369.5
3.908587506940573,377.0
3.9252908723548487,384.0
3.9419942377691246,390.0
3.9586976031834005,396.5
3.9754009685976763,401.5
3.992104334011952,406.5
4.008807699426228,410.0
4.025511064840504,414.0
4.042214430254781,416.5
4.058917795669057,419.5
4.075621161083333,420.5
4.09232452649761,421.5
4.109027891911886,422.5
4.125731257326162,422.0
4.1424346227404385,421.0
4.159137988154715,420.0
4.175841353568991,417.5
4.192544718983267,414.5
4.209248084397544,411.0
4.22595144981182,407.0
4.242654815226096,402.5
4.259358180640373,397.5
4.276061546054649,391.5
4.292764911468925,385.5
4.3094682768832016,378.0
4.326171642297478,371.0
4.342875007711754,363.5
4.3595783731260305,355.0
4.376281738540307,346.5
4.392985103954583,337.5
4.409688469368859,328.5
4.426391834783136,319.0
4.443095200197412,309.5
4.459798565611688,300.0
4.476501931025965,290.0
4.493205296440241,280.5
4.509908661854517,270.5
4.5266120272687935,260.5
4.54331539268307,252.0
4.560018758097346,242.0
4.576722123511622,232.0
4.593425488925899,224.0
4.610128854340175,215.5
4.626832219754451,207.5
4.643535585168728,199.5
4.660238950583004,192.0
4.67694231599728,184.5
4.693645681411557,179.0
4.710349046825833,173.0
4.727052412240109,167.5
4.7437557776543855,162.5
4.760459143068662,158.5
4.777162508482938,155.0
4.793865873897214,153.0
4.810569239311491,149.5
4.827272604725767,148.5
4.843975970140043,147.5
4.86067933555432,146.5
4.877382700968596,147.5
4.894086066382872,148.0
4.9107894317971486,150.5
4.927492797211425,153.5
4.944196162625701,156.0
4.9608995280399775,159.0
4.977602893454254,163.0
4.99430625886853,169.0
5.011009624282806,174.0
5.027712989697083,179.5
5.044416355111359,186.0
5.061119720525635,193.0
5.077823085939912,199.5
5.094526451354188,208.5
5.111229816768464,215.5
5.1279331821827405,224.0
5.144636547597017,232.5
5.161339913011293,242.0
5.178043278425569,250.5
5.194746643839846,260.0
5.211450009254122,269.5
5.228153374668398,279.0
5.244856740082675,288.5
5.261560105496951,298.0
5.278263470911227,307.0
5.294966836325504,316.5
5.31167020173978,325.5
5.328373567154056,334.5
5.3450769325683325,343.0
5.361780297982609,351.0
5.378483663396885,359.5
5.395187028811161,367.0
5.411890394225438,374.0
5.428593759639714,381.0
5.44529712505399,387.5
5.462000490468267,394.0
5.478703855882543,399.0
5.495407221296819,403.0
5.5121105867110956,407.5
5.528813952125372,411.5
5.545517317539648,415.0
5.5622206829539245,418.0
5.578924048368201,419.5
5.595627413782477,420.5
5.612330779196753,421.5
5.62903414461103,421.0
5.645737510025306,420.5
5.662440875439582,419.5
5.679144240853859,417.0
5.695847606268135,414.5
5.712550971682411,411.5
5.7292543370966875,407.5
5.745957702510964,403.0
5.76266106792524,398.0
5.779364433339516,392.5
5.796067798753793,386.5
5.812771164168069,380.0
5.829474529582345,373.0
5.846177894996622,365.0
5.862881260410898,357.0
5.879584625825174,349.0
5.896287991239451,340.0
5.912991356653727,331.0
5.929694722068003,322.0
5.9463980874822795,312.5
5.963101452896556,303.0
5.979804818310832,292.5
5.996508183725108,283.5
6.013211549139385,274.0
6.029914914553661,264.5
6.046618279967937,255.0
6.063321645382214,246.0
6.08002501079649,237.0
6.096728376210766,228.0
6.1134317416250425,219.0
6.130135107039319,211.0
6.146838472453595,202.5
6.1635418378678715,195.0
6.180245203282148,188.5
6.196948568696424,182.0
6.2136519341107,176.0
6.230355299524977,170.5
6.247058664939253,165.5
6.263762030353529,161.5
6.280465395767806,158.0
6.297168761182082,154.5
6.313872126596358,152.5
6.3305754920106345,151.0
6.347278857424911,149.5
6.363982222839187,149.0
6.380685588253463,150.0
6.39738895366774,150.0
6.414092319082016,151.5
6.430795684496292,154.0
6.447499049910569,157.5
6.464202415324845,160.0
6.480905780739121,164.0
6.497609146153398,169.5
6.514312511567674,174.0
6.53101587698195,179.5
6.5477192423962265,186.0
6.564422607810503,192.5
6.581125973224779,199.5
6.597829338639055,207.0
6.614532704053332,214.5
6.631236069467608,223.0
6.647939434881884,232.0
6.664642800296161,240.5
6.681346165710437,249.5
6.698049531124713,258.5
6.7147528965389895,267.5
6.731456261953266,276.5
6.748159627367542,286.0
6.7648629927818185,296.5
6.781566358196095,305.5
6.798269723610371,314.5
6.814973089024647,323.5
6.831676454438924,332.5
6.8483798198532,341.0
6.865083185267476,349.5
6.881786550681753,357.5
6.898489916096029,365.5
6.915193281510305,373.0
6.9318966469245815,379.5
6.948600012338858,386.5
6.965303377753134,392.0
6.98200674316741,397.0
6.998710108581687,402.0
7.015413473995963,407.0
7.032116839410239,410.5
7.048820204824516,414.5
7.065523570238792,417.0
7.082226935653068,418.5
7.098930301067345,420.5
7.115633666481621,420.5
7.132337031895897,421.5
7.1490403973101735,420.5
7.16574376272445,419.5
7.182447128138726,417.5
7.199150493553002,414.5
7.215853858967279,412.0
7.232557224381555,408.0
7.249260589795831,404.0
7.265963955210108,399.5
7.282667320624384,393.5
7.29937068603866,387.5
7.3160740514529365,381.5
7.332777416867213,374.0
7.349480782281489,367.0
7.3661841476957655,358.5
7.382887513110042,350.5
7.399590878524318,341.5
7.416294243938594,333.5
7.432997609352871,324.0
7.449700974767147,315.0
7.466404340181423,305.0
7.4831077055957,296.0
7.499811071009976,287.0
7.516514436424252,276.5
7.5332178018385285,267.0
7.549921167252805,257.5
7.566624532667081,248.5
7.583327898081357,239.0
7.600031263495634,230.0
7.61673462890991,222.0
7.633437994324186,213.5
7.650141359738463,205.5
7.666844725152739,198.5
7.683548090567015,191.0
7.700251455981292,184.5
7.716954821395568,178.5
7.733658186809844,172.5
7.7503615522241205,168.0
7.767064917638397,163.5
7.783768283052673,160.0
7.800471648466949,156.5
7.817175013881226,154.0
7.833878379295502,153.0
7.850581744709778,150.5
7.867285110124055,150.5
7.883988475538331,150.5
7.900691840952607,151.0
7.9173952063668835,152.5
7.93409857178116,154.5
7.950801937195436,157.5
7.9675053026097125,160.5
7.984208668023989,164.0
8.000912033438265,169.0
8.017615398852541,174.0
8.034318764266818,178.5
8.051022129681094,185.0
8.06772549509537,191.5
8.084428860509647,198.0
8.101132225923923,205.5
8.1178355913382,213.0
8.134538956752476,221.5
8.151242322166752,229.5
8.167945687581028,238.0
8.184649052995304,247.5
8.20135241840958,256.0
8.218055783823857,265.5
8.234759149238133,274.0
8.25146251465241,283.5
8.268165880066686,292.5
8.284869245480962,301.5
8.301572610895239,311.0
8.318275976309515,320.0
8.334979341723791,329.5
8.351682707138067,337.5
8.368386072552344,346.0
8.38508943796662,353.5
8.401792803380896,361.5
8.418496168795173,369.5
8.435199534209449,375.5
8.451902899623725,383.0
8.468606265038002,389.5
8.485309630452278,394.5
8.502012995866554,399.5
8.51871636128083,403.5
8.535419726695107,408.0
8.552123092109383,411.0
8.56882645752366,414.0
8.585529822937936,416.0
8.602233188352212,417.5
8.618936553766488,418.5
8.635639919180765,419.5
8.652343284595041,419.0
8.669046650009317,417.5
8.685750015423594,416.0
8.70245338083787,414.0
8.719156746252146,411.0
8.735860111666423,407.0
8.752563477080699,403.5
8.769266842494975,399.5
8.785970207909251,393.5
8.802673573323528,388.5
8.819376938737804,381.5
8.83608030415208,375.0
8.852783669566357,368.0
8.869487034980633,359.5
8.88619040039491,352.0
8.902893765809186,343.5
8.919597131223462,334.5
8.936300496637738,326.0
8.953003862052014,317.0
8.96970722746629,307.5
8.986410592880567,298.0
9.003113958294843,290.0
9.01981732370912,279.5
9.036520689123396,270.5
9.053224054537672,260.0
9.069927419951949,252.0
9.086630785366225,242.5
9.103334150780501,233.5
9.120037516194778,224.5
9.136740881609054,216.0
9.15344424702333,209.0
9.170147612437606,200.5
9.186850977851883,194.5
9.203554343266159,187.5
9.220257708680435,181.0
9.236961074094712,175.5
9.253664439508988,170.0
9.270367804923264,165.5
9.28707117033754,161.5
9.303774535751817,159.0
9.320477901166093,155.5
9.33718126658037,154.0
9.353884631994646,152.0
9.370587997408922,151.5
9.387291362823198,150.5
9.403994728237475,151.5
9.420698093651751,153.0
9.437401459066027,154.5
9.454104824480304,157.0
9.47080818989458,160.0
9.487511555308856,164.0
9.504214920723133,168.0
9.520918286137409,172.5
9.537621651551685,178.0
9.554325016965961,183.0
9.571028382380238,190.0
9.587731747794514,196.5
9.60443511320879,203.0
9.621138478623067,211.5
9.637841844037343,219.0
9.65454520945162,227.0
9.671248574865896,235.5
9.687951940280172,244.0
9.704655305694448,252.5
9.721358671108725,262.0
9.738062036523,271.5
9.754765401937277,280.0
9.771468767351553,289.5
9.78817213276583,298.5
9.804875498180106,307.0
9.821578863594382,316.5
9.838282229008659,325.5
9.854985594422935,334.0
9.871688959837211,342.0
9.888392325251488,351.0
9.905095690665764,358.0
9.92179905608004,365.5
9.938502421494317,372.0
9.955205786908593,379.0
9.97190915232287,385.0
9.988612517737145,391.0
10.005315883151422,396.0
10.022019248565698,401.0
10.038722613979974,405.5
10.05542597939425,409.0
10.072129344808527,411.5
10.088832710222803,413.5
10.10553607563708,415.5
10.122239441051356,417.0
10.138942806465632,417.0
10.155646171879908,417.0
10.172349537294185,416.0
10.189052902708461,415.0
10.205756268122737,413.0
10.222459633537014,410.0
10.23916299895129,406.5
10.255866364365566,402.5
10.272569729779843,399.0
10.289273095194119,393.5
10.305976460608395,388.0
10.322679826022672,382.0
10.339383191436948,375.5
10.356086556851224,368.5
10.3727899222655,361.5
10.389493287679777,353.5
10.406196653094053,345.5
10.42290001850833,336.5
10.439603383922606,328.5
10.456306749336882,319.5
10.473010114751158,310.0
10.489713480165435,300.0
10.506416845579711,291.0
10.523120210993987,282.0
10.539823576408264,272.5
10.55652694182254,262.5
10.573230307236816,254.0
10.589933672651092,244.0
10.606637038065369,236.5
10.623340403479645,227.0
10.640043768893921,219.0
10.656747134308198,211.0
10.673450499722474,203.5
10.69015386513675,196.0
10.706857230551027,189.5
10.723560595965303,183.0
10.74026396137958,177.5
10.756967326793855,172.0
10.773670692208132,167.5
10.790374057622408,164.0
10.807077423036684,160.0
10.82378078845096,158.0
10.840484153865237,155.5
10.857187519279513,154.0
10.87389088469379,152.5
10.890594250108066,152.5
10.907297615522342,153.0
10.924000980936619,154.5
10.940704346350895,155.0
10.957407711765171,157.5
10.974111077179447,160.5
10.990814442593724,164.0
11.007517808008,167.5
11.024221173422276,173.0
11.040924538836553,178.0
11.057627904250829,183.0
11.074331269665105,189.0
11.091034635079382,195.5
11.107738000493658,202.0
11.124441365907934,210.0
11.14114473132221,217.5
11.157848096736487,226.0
11.174551462150763,234.0
11.19125482756504,242.0
11.207958192979316,251.5
11.224661558393592,260.0
11.241364923807868,269.0
11.258068289222145,278.5
11.274771654636421,287.5
11.291475020050697,296.5
11.308178385464974,305.5
11.32488175087925,314.0
11.341585116293526,323.0
11.358288481707802,332.0
11.374991847122079,339.5
11.391695212536355,348.5
11.408398577950631,355.5
11.425101943364908,363.5
11.441805308779184,370.5
11.45850867419346,377.5
11.475212039607737,383.0
11.491915405022013,389.0
11.50861877043629,394.0
11.525322135850566,398.5
11.542025501264842,403.0
11.558728866679118,406.0
11.575432232093394,410.0
11.59213559750767,412.0
11.608838962921947,414.0
11.625542328336223,415.0
11.6422456937505,416.0
11.658949059164776,415.5
11.675652424579052,416.0
11.692355789993329,414.0
11.709059155407605,412.0
11.725762520821881,410.0
11.742465886236158,407.0
11.759169251650434,403.0
11.77587261706471,399.5
11.792575982478986,394.0
11.809279347893263,388.5
11.825982713307539,382.0
11.842686078721815,377.0
11.859389444136092,370.0
11.876092809550368,363.0
11.892796174964644,355.0
11.90949954037892,347.0
11.926202905793197,338.5
11.942906271207473,330.0
11.95960963662175,321.5
11.976313002036026,311.5
11.993016367450302,303.0
12.009719732864578,293.5
12.026423098278855,284.5
12.043126463693131,275.5
12.059829829107407,265.5
12.076533194521684,256.5
12.09323655993596,248.0
12.109939925350236,239.0
12.126643290764513,231.0
12.143346656178789,222.0
12.160050021593065,214.5
12.176753387007341,207.0
12.193456752421618,200.0
12.210160117835894,192.5
12.22686348325017,186.5
12.243566848664447,180.5
12.260270214078723,175.0
12.276973579493,170.0
12.293676944907276,166.0
12.310380310321552,162.5
12.327083675735828,159.5
12.343787041150104,156.5
12.36049040656438,155.0
12.377193771978657,154.0
12.393897137392933,153.0
12.41060050280721,153.5
12.427303868221486,155.0
12.444007233635762,156.0
12.460710599050039,158.0
12.477413964464315,160.5
12.494117329878591,163.5
12.510820695292868,167.5
12.527524060707144,172.0
12.54422742612142,176.5
12.560930791535696,182.0
12.577634156949973,187.5
12.594337522364249,194.5
12.611040887778525,201.5
12.627744253192802,208.5
12.644447618607078,216.5
12.661150984021354,224.0
12.67785434943563,232.0
12.694557714849907,240.0
12.711261080264183,249.5
12.72796444567846,257.5
12.744667811092736,267.5
12.761371176507012,275.5
12.778074541921288,284.5
12.794777907335565,293.5
12.811481272749841,302.0
12.828184638164117,311.5
12.844888003578394,320.0
12.86159136899267,328.0
12.878294734406946,337.0
12.894998099821223,345.5
12.911701465235499,353.0
12.928404830649775,360.0
12.945108196064051,367.0
12.961811561478328,374.5
12.978514926892604,380.5
12.99521829230688,386.5
13.011921657721157,391.5
13.028625023135433,396.0
13.04532838854971,401.5
13.062031753963986,404.5
13.078735119378262,408.0
13.095438484792538,410.5
13.112141850206815,413.0
13.12884521562109,414.0
13.145548581035367,414.5
13.162251946449643,415.0
13.17895531186392,414.5
13.195658677278196,413.5
13.212362042692472,412.0
13.229065408106749,409.5
13.245768773521025,407.0
13.262472138935301,403.5
13.279175504349578,399.5
13.295878869763854,394.5
13.31258223517813,390.0
13.329285600592407,383.5
13.345988966006683,377.5
13.36269233142096,371.5
13.379395696835235,363.5
13.396099062249512,357.0
13.412802427663788,349.0
13.429505793078064,340.5
13.44620915849234,332.0
13.462912523906617,324.0
13.479615889320893,314.5
13.49631925473517,305.5
13.513022620149446,297.0
13.529725985563722,287.0
13.546429350977998,277.5
13.563132716392275,268.5
13.579836081806551,260.0
13.596539447220827,251.0
13.613242812635104,242.5
13.62994617804938,233.5
13.646649543463656,225.0
13.663352908877933,216.5
13.680056274292209,209.0
13.696759639706485,201.5
13.713463005120762,195.0
13.730166370535038,189.0
13.746869735949314,183.0
13.76357310136359,177.5
13.780276466777867,173.5
13.796979832192143,169.0
13.81368319760642,164.5
13.830386563020696,161.5
13.847089928434972,159.0
13.863793293849248,157.0
13.880496659263525,155.5
13.897200024677801,155.0
13.913903390092077,155.0
13.930606755506354,155.5
13.94731012092063,156.5
13.964013486334906,158.5
13.980716851749182,161.5
13.997420217163459,164.0
14.014123582577735,168.0
14.030826947992011,172.0
14.047530313406288,177.0
14.064233678820564,182.0
14.08093704423484,187.5
14.097640409649117,194.0
14.114343775063393,201.0
14.13104714047767,207.0
14.147750505891945,215.0
14.164453871306222,222.0
14.181157236720498,230.0
14.197860602134774,238.5
14.21456396754905,247.5
14.231267332963327,256.0
14.247970698377603,264.5
14.26467406379188,274.0
14.281377429206156,282.5
14.298080794620432,291.5
14.314784160034709,301.0
14.331487525448985,309.5
14.348190890863261,317.5
14.364894256277537,326.0
14.381597621691814,334.5
14.39830098710609,342.5
14.415004352520366,350.0
14.431707717934643,358.0
14.448411083348919,365.0
14.465114448763195,371.5
14.481817814177472,378.0
14.498521179591748,383.0
14.515224545006024,389.0
14.5319279104203,394.5
14.548631275834577,398.5
14.565334641248853,402.5
14.58203800666313,405.5
14.598741372077406,408.5
14.615444737491682,410.5
14.632148102905958,412.5
14.648851468320235,413.5
14.665554833734511,414.0
14.682258199148787,413.5
14.698961564563064,412.5
14.71566492997734,411.0
14.732368295391616,408.5
14.749071660805892,406.0
14.765775026220169,403.0
14.782478391634445,399.5
14.799181757048721,395.0
14.815885122462998,389.5
14.832588487877274,384.0
14.84929185329155,378.0
14.865995218705827,371.0
14.882698584120103,364.5
14.89940194953438,358.0
14.916105314948656,350.5
14.932808680362932,341.5
14.949512045777208,333.0
14.966215411191484,324.5
14.98291877660576,316.5
